0.1364242825,
0.184215337775,
0.19746271755,
0.173153639245,
0.115438428928,
0.0349290808062,
-0.0532552343175,
-0.132335182601,
-0.187073268637,
-0.206718040065,
-0.187120060837,
-0.131602385274,
-0.0504038789294,
0.0412128981516,
0.125838919519,
0.187237074669,
0.213467245453,
0.199214782972,
0.146867068716,
0.0661200901255,
-0.0278216125989,
-0.117116707124,
-0.184686501072,
-0.21749226362,
-0.209059498878,
-0.160758926786,
-0.0815901246873,
0.0134995218055,
0.106445781837,
0.179510634974,
0.218679037463,
0.216356753326,
0.172848147805,
0.0963253728885,
0.00128944282497,
-0.0941862622599,
-0.1719044762,
-0.217024389162,
-0.220905963831,
-0.182771161647,
-0.109861422698,
-0.0160592770855,
0.0807629092619,
0.162159229219,
0.212636475041,
0.22261396954,
0.190249524462,
0.121782126157,
0.0303271289096,
-0.0666429617978,
-0.150646909418,
-0.205728741403,
-0.221499352889,
-0.195103888619,
-0.131740885277,
-0.0436383424098,
0.0523115233513,
0.13780027874,
0.196607768621,
0.217690229072,
0.197262110234,
0.139477722722,
0.0555896352103,
-0.0382461581772,
-0.124089469682,
-0.185655838064,
-0.21141567552,
-0.196760975332,
-0.144831012349,
-0.0658488634345,
0.0248924089935,
0.109996893086,
0.173309437952,
0.202991437524,
0.193741495882,
0.147743144099,
0.0741700918466,
-0.0126418638526,
-0.0959921340184,
-0.160035207729,
-0.192800957635,
-0.188438198841,
-0.148259852573,
-0.0804030501091,
0.00181418720933,
0.0825085125514,
0.146304982497,
0.181273100864,
0.181163264797,
0.146523410081,
0.084496488297,
0.00735579217487,
-0.0699228261353,
-0.132571626869,
-0.16885815851,
-0.172286731634,
-0.142760332712,
-0.0864954081661,
-0.0147252470652,
0.0585395128413,
0.119247240949,
0.156003794399,
0.162214233377,
0.137264634415,
0.0865326012861,
0.0202445302466,
-0.0485801058295,
-0.106685091577,
-0.143132544097,
-0.151363875608,
-0.130377957646,
-0.0848153325394,
-0.02395257893,
0.0401784224406,
0.0951662919624,
0.130622298055,
0.140143848338,
0.122468087084,
0.0816083341561,
0.0259671797634,
-0.0333814842776,
-0.0848918532643,
-0.118790912531,
-0.128932248885,
-0.113907403628,
-0.077214496014,
-0.0264710827696,
0.0281557363009,
0.0759802988765,
0.107885725537,
0.118060346426,
0.105052759234,
0.0719547372321,
0.0256952105555,
-0.024397759217,
-0.0684706043897,
-0.0980783433312,
-0.107800191233,
-0.0962280608246,
-0.0661485184475,
-0.0239003533404,
0.0219483800526,
0.0623298397856,
0.089464643214,
0.0983570872631,
0.0877105648111,
0.060096311303,
0.0213587634706,
-0.0206089017227,
-0.0574645766385,
-0.0820695470796,
-0.0898670422106,
-0.0797215321266,
-0.0540650996328,
-0.0183369691819,
0.0201581041796,
0.0537349052606,
0.0758557894793,
0.0823989204881,
0.0724215106948,
0.0482776718562,
0.0150809309201,
-0.0203687168478,
-0.050969798314,
-0.0707356591595,
-0.0759606844914,
-0.0659101330994,
-0.0429061077728,
-0.0118043876713,
0.0210222135264,
0.0489825612385,
0.0665845501581,
0.0705088446731,
0.060229974643,
0.038069499022,
0.00868091465537,
-0.0219210168155,
-0.0475852183005,
-0.0632551234464,
-0.0659600676034,
-0.0553737386704,
-0.033835603416,
-0.00583986948163,
0.0228974928404,
0.0466008793622,
0.0605909483857,
0.0622038219226,
0.0512938420157,
0.0302258474234,
0.00336607328184,
-0.0238194383811,
-0.0458733927702,
-0.0584386512497,
-0.0591149734946,
-0.0479133747127,
-0.0272228797408,
-0.0013027848502,
0.0245920806533,
0.0452738858875,
0.0566578246768,
0.0565653624792,
0.0451374060504,
0.0247797552296,
-0.000342697984656,
-0.0251568966036,
-0.0447040972096,
-0.0551282211868,
-0.0544335881842,
-0.0428636958989,
-0.022829796419,
0.00159161982298,
0.0254877903694,
0.0440966847973,
0.0537540377943,
0.0526124687655,
0.0409920304599,
0.0212962342819,
-0.00248540062597,
-0.0255853282233,
-0.0434129312405,
-0.0524653700757,
-0.0510139058108,
-0.0394316139551,
-0.0201008582645,
0.00307716402514,
0.0254698116326,
0.0426384380876,
0.0512171490302,
0.0495711423366,
0.038106187821,
0.0191710888026,
-0.00342390709241,
-0.0251739711011,
-0.0417775026996,
-0.0499860544752,
-0.0482386332359,
-0.0369567917326,
-0.0184451013477,
0.00357990306858,
0.0247359939184,
0.040846895765,
0.0487660131815,
0.046989930996,
0.0359423032269,
0.0178748556886,
-0.00359173756398,
-0.0241934717762,
-0.0398697136408,
-0.0475629345881,
-0.0458141141427,
-0.0350380759459,
-0.0174270958426,
0.00349517336784,
0.0235786876915,
0.0388698779479,
0.0463893150651,
0.0447113458858,
0.0342331273448,
0.0170825652172,
-0.00331384051734,
-0.0229154761608,
-0.0378677116503,
-0.0452592628541,
-0.0436881473245,
-0.0335263983799,
-0.0168338153704,
0.00305957514476,
0.0222177061396,
0.0368768548768,
0.0441843742546,
0.0427529109052,
0.032922620054,
0.0166820667692,
-0.00273409686021,
-0.0214892712731,
-0.0359026139901,
-0.0431707443425,
-0.0419120779722,
-0.0324282805687,
-0.016633604913,
0.00233162858846,
0.02072533987,
0.0349416812097,
0.042217240271,
0.04116727458,
0.0320481028144,
0.016696169266,
-0.00184202760382,
-0.0199145275931,
-0.0339830334464,
-0.0413150185859,
-0.0405135587413,
-0.0317823287879,
-0.0168757245676,
0.00125400923072,
0.0190416124524,
0.0330097274882,
0.0404481437711,
0.0399387956907,
0.0316249804641,
0.0171739065021,
-0.000558097899356,
-0.0180904129899,
-0.0320012588739,
-0.0395950732446,
-0.0394240589925,
-0.0315631404884,
-0.0175863202892,
-0.000250976789432,
0.0170464905258,
0.0309361433441,
0.0387307194968,
0.038944864297,
0.0315771837286,
0.0181017553625,
0.00117262120896,
-0.015899405677,
-0.0297944080012,
-0.0378287836218,
-0.038472985017,
-0.0316418020958,
-0.0187022742816,
-0.00219953383617,
0.0146443467289,
0.0285597361893,
0.036864072601,
0.0379785765474,
0.0317276061611,
0.0193640490348,
0.00331765705429,
-0.0132830410389,
-0.0272210855475,
-0.0358145585217,
-0.0374323453612,
-0.0318030600171,
-0.020058759164,
-0.00450682494571,
0.0118239495128,
0.0257736818778,
0.0346630025101,
0.0368075356209,
0.0318365088509,
0.0207553362196,
0.00574195001888,
-0.0102818193535,
-0.0242193722018,
-0.0333980396857,
-0.0360815609464,
-0.0317980870183,
-0.0214218369222,
-0.00699456031551,
0.00867672549918,
0.0225663901099,
0.032014694438,
0.0352371737563,
0.0316613410626,
0.0220272491008,
0.00823449230507,
-0.00703276332249,
-0.020828639122,
-0.0305143596974,
-0.0342631304067,
-0.0314044590617,
-0.0225430738945,
-0.00943156114069,
0.00537656419409,
0.0190246319904,
0.0289043236791,
0.0331543695532,
0.0310110568337,
0.0229445775693,
0.0105570628943,
-0.00373579404125,
-0.0171762352301,
-0.0271969594308,
-0.0319117680487,
-0.0304705257578,
-0.0232116592326,
-0.0115850067937,
0.00213776767759,
0.0153073607267,
0.0254087056507,
0.0305415698112,
0.0297779907697,
0.0233293300492,
0.0124930224877,
-0.000608274266593,
-0.0134427240228,
-0.0235589632231,
-0.0290545974514,
-0.0289339570738,
-0.0232878400683,
-0.013262931801,
-0.000829332050882,
0.0116067570024,
0.0216690141789,
0.0274653551947,
0.0279437390642,
0.0230825171335,
0.0138810113989,
0.00215476190465,
-0.0098227267286,
-0.0197610428909,
-0.0257911176902,
-0.0268167657132,
-0.0227133972353,
-0.014337999057,
-0.00335115959349,
0.00811207733885,
0.0178573082698,
0.0240510767156,
0.0255658457515,
0.0221847276807,
0.0146289104493,
0.00440525375059,
-0.00649398240978,
-0.0159794852781,
-0.022265591059,
-0.0242064569151,
-0.0215044157204,
-0.0147527359305,
-0.00530734547851,
0.00498507393457,
0.0141481681312,
0.0204555583201,
0.0227561004309,
0.020683478983,
0.0147120795396,
0.00605119224249,
-0.00359930235297,
-0.0123825087931,
-0.0186419046054,
-0.02123373869,
-0.0197355338892,
-0.0145127882489,
-0.00663383951189,
0.002347879772,
0.0106999540897,
0.0168451716089,
0.0196593140353,
0.0186763377516,
0.0141636016394,
0.00705543951474,
-0.00123926419982,
-0.0091160428625,
-0.0150851715963,
-0.0180533320845,
-0.0175233825595,
-0.0136758340095,
-0.00731908054429,
0.00027915398024,
0.00764422982895,
0.0133806793224,
0.0164364852072,
0.0162955256666,
0.013063085211,
0.00743063403706,
0.00052952408532,
-0.00629571311837,
-0.0117491348033,
-0.0148292906792,
-0.0150126358541,
-0.0123409652706,
-0.00739861270904,
-0.00118663495669,
0.00507925533164,
0.0102063402725,
0.0132517226818,
0.0136952325751,
0.0115268121245,
0.00723402323747,
0.00169485363093,
-0.00400100091155,
-0.00876614630216,
-0.011722826007,
-0.0123641007212,
-0.0106393816335,
-0.0069501922641,
-0.00205966274287,
0.00306430346829,
0.00744013368924,
0.0102603100022,
0.0110398714624,
0.00969849365164,
0.00656254492183,
0.00228930703767,
-0.00226958393887,
-0.00623730733797,
-0.00888013187037,
-0.00974256969548,
-0.00872462588029,
-0.00608831990659,
-0.00239468329952,
0.00161424329624,
0.00516382460897,
0.00759608713888,
0.00849113849176,
0.00773845681396,
0.00554621301377,
0.00238914940826,
-0.00109265196317,
-0.00422278277301,
-0.00641943065401,
-0.00730295902602,
-0.00676036850359,
-0.00495595041364,
-0.00228824409856,
0.000696232803226,
0.00341408831963,
0.00535855323681,
0.00619338962587,
0.00580992761981,
0.00433780211348,
0.00210931819774,
-0.000413646723895,
-0.00273442558064,
-0.00441873718546,
-0.00517534925498,
-0.00490536832044,
-0.00371205364078,
-0.00187108709126,
0.000231080953198,
0.00217733453461,
0.00360200875336,
0.00425896898496,
0.00406310220966,
0.00309845899649,
0.00159312160427,
-0.000132631365307,
-0.00173339908529,
-0.00290709860082,
-0.0034513304074,
-0.00329727927994,
-0.00251569990933,
-0.00129529948719,
0.000100763038655,
0.00139053887673,
0.00232951324504,
0.00275630345454,
0.00261941971157,
0.00198087544363,
0.000997241840002,
-0.000116828358943,
-0.00113439092847,
-0.00186171293856,
-0.00217448888028,
-0.00203813066927,
-0.00150904260586,
-0.000717758193146,
0.000161619788081,
0.000948762790103,
0.00149338520206,
0.00170326382684,
0.00155891585065,
0.00111282361323,
0.000474321099886,
-0.000215934795542,
-0.000816136826422,
-0.00121179908521,
-0.00133692338543,
-0.00118407954178,
-0.00080208992985,
-0.000282586802257,
0.000261132875245,
0.000718205508299,
0.00100222337002,
0.0010669074369,
0.000912722158749,
0.000583728004801,
0.00015597375418,
-0.00027966825991,
-0.0006364196783,
-0.000848392185924,
-0.00088210051148,
-0.00074082121296,
-0.000461487625223,
-0.000105306421159,
0.000255585993888,
0.000552534913686,
0.000733003342782,
0.000769192723731,
0.000661390462934,
0.000435911377954,
0.000138528527924,
-0.000174972587513,
-0.000449144454763,
-0.000638237349869,
-0.000713091476564,
-0.000664710459729,
-0.000504342976819,
-0.00026048818864,
2.63549038644e-05,
0.000310189902478,
0.000546287736833,
0.000697375838007,
0.000738625204352,
0.000661012882954,
0.000472797166331,
0.000198958120908,
-0.000121442418869,
-0.000439895167503,
-0.000704787465017,
-0.000868901470486,
-0.000897201155668,
-0.000773767560011,
-0.000506596842276,
-0.000129052805176,
0.000302878390096,
0.000717752956912,
0.0010396487139,
0.00120147907867,
0.00115843092329,
0.000898922920032,
0.00045057746393,
-0.000120654054916,
-0.00071893206258,
-0.00123379769878,
-0.00156003203248,
-0.00161864642575,
-0.00137490169687,
-0.000849397552062,
-0.000119265043488,
0.00069178404398,
0.00143363455312,
0.00195706565642,
0.00214330539916,
0.00193006655459,
0.00132849127733,
0.000426807245377,
-0.000621140864296,
-0.00162138376283,
-0.00237529511869,
-0.00271863879836,
-0.00255658769933,
-0.00188736394676,
-0.000808932609127,
0.00049377120173,
0.00177982881987,
0.00279651316337,
0.00332863131714,
0.00324345693578,
0.00252196756432,
0.00126929791064,
-0.000298914328026,
-0.00189295337243,
-0.00320222674736,
-0.00395554101735,
-0.00397679692781,
-0.00322474222037,
-0.0018080191318,
2.87585219624e-05,
0.00194657956742,
0.00357434507355,
0.00458051659081,
0.00474029808968,
0.00398479331462,
0.00242155436651,
0.000321164184651,
-0.00192897475701,
-0.00389589448235,
-0.00518429635169,
-0.0055157788464,
-0.00478821309685,
-0.00310272732816,
-0.00075169572648,
0.00183139381146,
0.00415172895456,
0.00574796459386,
0.00628385612529,
0.00561854716142,
0.00384090612981,
0.00125990876851,
-0.00164852276755,
-0.00432919989676,
-0.00625373304789,
-0.00702470345175,
-0.00645739696953,
-0.00462234393398,
-0.00183912385416,
0.00137879103249,
0.00441874630441,
0.00668570887185,
0.00771886495448,
0.0072851390662,
0.00543067799644,
0.00247910019089,
-0.00102452410836,
-0.00441436696818,
-0.00703060683899,
-0.00834808601519,
-0.00808173146215,
-0.00624757242782,
-0.00316640293573,
0.000591916672009,
0.00431394041131,
0.00727836284363,
0.00889611621004,
0.00882756878141,
0.00705347874114,
0.00388493800885,
-9.08163286986e-05,
-0.00411936564291,
-0.00742260890289,
-0.00934943834727,
-0.00950434127103,
-0.00782847809385,
-0.00461663326861,
-0.000465679387206,
0.00383650711776,
0.00746097647439,
0.00969787925309,
0.0100958494653,
0.00855316116424,
0.00534223350813,
0.00106179724693,
-0.00347493969669,
-0.0073952047299,
-0.00993506355538,
-0.0105887267151,
-0.00920949672823,
-0.00604216732484,
-0.00167980584761,
0.00304750283627,
0.00723104265959,
0.01005868073,
0.0109730260841,
0.00978163883375,
0.00669743744596,
0.00230083773439,
-0.00256968649365,
-0.00697794749391,
-0.0100705474052,
-0.011242636026,
-0.0102566252474,
-0.00729048325963,
-0.00290576944264,
0.00205888309609,
0.00664859572145,
0.00997646037669,
0.0113955001675,
0.010624926417,
0.00780596544067,
0.00347610829405,
-0.00153354930337,
-0.00625823571878,
-0.00978584979475,
-0.0114336295052,
-0.0108808140166,
-0.00823142761665,
-0.00399483424164,
0.00101232733482,
0.00582392156095,
0.00951125531364,
0.0113629092394,
0.01102253037,
0.00855779855413,
0.00444714851047,
-0.000513177817159,
-0.00536367503388,
-0.00916765948036,
-0.0111927161042,
-0.011052253586,
-0.00877970958373,
-0.00482108788375,
5.25742920099e-05,
0.00489562661634,
0.00877172132112,
